Status,Type,Station name,Station address,LGA,Suburbs,Postcode,Latitude,Longitude,Opening hours,Operator,Number of station,Number of plugs,Charger_capacities,Tesla,Type 2,J-1772,Geopoint,ObjId,EV Station ID,Google maps drive to
Existing,Destination charger,Northpoint Holiday Apartments charger,2 Murray Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Portman House charger,205 Kelly St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Maitland Hospital charger,41 Metford Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hunter Valley - Ingenia Holidays charger,137 Mount View Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Orana Motel charger,95 Cobra St,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Dubbo City Holiday Park (1) charger,18 Alfred street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Nissan Gosford charger,1 Racecourse Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Quays Marina charger,1856 Pittwater Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,13 Kalinya St Parking charger,13 Kalinya St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Ponds Shopping Centre charger,45 Riverbank Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Hills Lodge charger,1 Salisbury Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Schofield Gardens - 129A Jerralong Dr charger,129A Jerralong Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stanhope Village Shopping Centre (2) charger,2 Sentry Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Willowdale Shopping Centre charger,5 Willowdale Drive,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mobility Masters Australia charger,1 Nursery Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hartley Green Power charger,22 Coxs River Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Charles St & Robert St Parking charger,10B Charles St,,,,,,,,,,,,,,,,,
Existing,Destination charger,4 Railway Parade Parking charger,4 Railway Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,22A Cloverlly Rd Parking charger,22A Clovelly Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bexley ARC Energy Group charger,8 Stoney Creek Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,1 Reina St Parking charger,1 Reina St,,,,,,,,,,,,,,,,,
Existing,Destination charger,mycar Tyre & Auto Pagewood Eastgardens charger,Eastgardens Shopping Centre,,,,,,,,,,,,,,,,,
Existing,Destination charger,388 Edgecliff Rd Parking charger,388 Edgecliff Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,100 Mount St - Dexus charger,100 Mount St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Queen Victoria Building - Valet Parking charger,111 York Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hilton Sydney charger,255 Pitt St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Exhibition Centre charger,1 Showground Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Equinix SY6 charger,8 Egerton St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Taronga Zoo Sydney (2) charger,1 Bradleys Head Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,72 Christie St Parking charger,72 Christie St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Porsche Centre Willoughby charger,445 Willoughby Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wallaroo Wines charger,Wallaroo Wines 196 Brooklands Rd Wallaroo 2618,YASS VALLEY,Wallaroo,2618,-35.15356778,148.9827473,9 am to 9 pm,,1,1,kW,1,0,0,-35.15356778,,,
Existing,Destination charger,Rich River Golf Club charger,Twenty Four Lane,,,,,,,,,,,,,,,,,
Existing,Fast charger,Genesis Health Care charger,38 Camden Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,bp Beresfield charger,Lot 201 John Renshaw Drive Lot 201,,,,,,,,,,,,,,,,,
Existing,Fast charger,Dan Murphy's Batemans Bay charger,51/53A Orient St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Dowling St Parking charger,30 Dowling Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Glen Innes Town Hall charger,265 Grey St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Braidwood Servicemens Club & Golf Course charger,15 Victory St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Innovation Campus - SBRC Building 237 charger,160 Innovation Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Glen Innes Visitor Information Centre charger,152 Church St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Nambucca Plaza Shopping Centre charger,2191 Giinagay Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Port Macquarie Breakwall Holiday Park (1) charger,1 Munster St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wild Edge Retreat charger,260 Craft Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wyong Nissan charger,37 Amsterdam Circuit North,,,,,,,,,,,,,,,,,
Existing,Destination charger,Adina Vineyard & Olive Grove charger,492 Lovedale Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Executive Inn charger,10 Rugby Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Potters Hotel charger,2/9 Fleming street,,,,,,,,,,,,,,,,,
Existing,Destination charger,No 2 Sportsground Park charger,Smith St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Forster Holiday Village charger,5 Middle St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hunt Hospitality - Imperial Hotel charger,458 High Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Great Northern Trading Post charger,3718 Great North Road Laguna NSW,CESSNOCK,Laguna,2325,-32.990301,151.13074,Generally 07:00 till 17:00 7 days,,1,1,kW,1,0,0,-32.990301,,,
Existing,Destination charger,McNamara Lane - BNB Made Easy charger,18 McNamara St Orange NSW 2800,ORANGE,Orange,2800,-33.2868761,149.1018907,,,1,1,kW,0,1,0,-33.2868761,,,
Existing,Destination charger,mycar Tyre & Auto Seven Hills charger,234-236 Prospect Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Optus charger,1 Lyonpark Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rowe St (East) Car Park charger,53-71 Rowe St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Blacktown Westpoint Shopping Centre (2) charger,17 Patrick St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Balgowlah (2) charger,197-215 Condamine St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Performance Elements charger,Blackbutts Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Interchange Park Goodman Office charger,27 Interchange Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Holiday Inn Parramatta charger,18-40 Anderson St Parramatta,CITY OF PARRAMATTA,Parramatta,2150,-33.82087752,151.0055028,Open 24/7,,2,2,kW,0,2,0,-33.82087752,,,
Existing,Destination charger,Meriton Suites George Street,,,,,,,,,,,,,,,,,,
Existing,Destination charger,Addi Road Gumbramorra Hall charger,41a/142 Addison Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Football Stadium charger,44 Driver Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Five Ways - Goodhope St charger,20 Goodhope Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Airia Private Residents Only charger,6b Grandstand Parade Zetland 2019,SYDNEY,Zetland,2017,-33.9065772,151.2095191,Open 24/7,,2,3,kW,2,1,0,-33.9065772,,,
Existing,Destination charger,Orchid Apartments Meriton charger,2 Finch Drive,,,,,,,,,,,,,,,,,
Existing,Destination charger,the Horizon charger,184 Forbes Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Oasis Peakhurst Carpark charger,64 Stanley St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rydges Sydney Central charger,28 Albion St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Markets charger,Stand B 134 Sydney Markets,,,,,,,,,,,,,,,,,
Existing,Destination charger,Holtermann St Carpark charger,29 Holtermann St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rosemont charger,80 Hume Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,Albert Avenue Public Car Park charger,83 Albert Ave Chatswood NSW 2067,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wollongong Council - Administration Building charger,41 Burelli St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Basha's Floors & Blinds Pty Ltd charger,63 Graham St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mountain Ridge Wines charger,11 Coolangatta Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Kiama Community Charger charger,19 Farmer St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Place @ Warrawong Plaza charger,Warrawong Plaza,,,,,,,,,,,,,,,,,
Existing,Destination charger,GRAHAM and FIN's charger charger,6 Webber Place,,,,,,,,,,,,,,,,,
Existing,Destination charger,Country Club Deniliquin charger,68-72 Crispe Street DENILIQUIN ,,,,,,,,,,,,,,,,,
Existing,Destination charger,Quest Albury charger,550 Kiewa St,,,,,,,,,,,,,,,,,
Existing,Destination charger,520 David St Car Park charger,520 David St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tasman Holiday Parks - Merimbula charger,29 Sapphire Coast Dr,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Lakemba charger,81 Wangee Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Marrickville Metro Shopping Centre charger,34 Victoria Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Moama Bowling Club charger,7 Blair St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Beauchamp Rd Parking charger,151 Beauchamp Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Motor Traders' Association of New South Wales charger,214 Parramatta Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Crossroads Hotel (1) charger,2260 Camden Valley Wy,,,,,,,,,,,,,,,,,
Existing,Fast charger,JOLT The Ettamogah charger,15 Merriville Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Heatherbrae's Pies Exeter charger,24 Sallys Corner Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Sebel Twin Towns Coolangatta charger,Corner Of Griffith And,,,,,,,,,,,,,,,,,
Existing,Destination charger,Econo Lodge Moree Spa Motor Inn charger,21 Alice St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Altitude 261 charger,261 Settlement Rd Main Arm NSW 2482,BYRON,Main Arm,2482,-28.5218823,153.4181786,,,1,1,kW,1,0,0,-28.5218823,,,
Existing,Destination charger,Koala Tree Motel charger,179 Gordon St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ana Mandara Luxury Bed & Breakfast charger,152 Settlement Point Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,North Coast Power and Water charger,13-14 Gdt Seccombe Cl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ginger Holiday Accommodation charger,20 Eleventh Avenue Sawtell 2452,COFFS HARBOUR,Sawtell,2452,-30.3639414,153.0992948,9:00 am to 5:00 pm,,1,1,kW,0,1,0,-30.3639414,,,
Existing,Destination charger,Essential Energy charger,8 Buller St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mandarin Motel charger,24 Princess St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Spicers Hunter Valley charger,555 Hermitage Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Zin House charger,Tinja Ln,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Fairways Community Charger charger,2/19 boundary Street Forster,MID-COAST,Forster,2428,-32.186783,152.527618,6am-10pm 7 days After hours please contact,,1,1,kW,0,0,1,-32.186783,,,
Existing,Destination charger,Nile Street Cafe charger,49 Nile St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hunter Valley Cooperage B&B charger,41 Oakey Creek Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Keith Tulloch Winery charger,989 Hermitage Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Jesmond Executive Villas charger,189 Newcastle Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Central Coast Coffee charger,1/80 Somersby Falls Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,M charger,3 Streamdale St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Cherrybrook Village charger,41-47 Shepherds Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Peach Tree Rd Megalong Valley charger,46 Peach Tree Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Pennant Hills Market Place charger,4-10 Hillcrest Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mercedes-Benz Castle Hill charger,2 Anella Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Max Webber Library charger,Flushcombe Rd & Alpha St,,,,,,,,,,,,,,,,,
"4:00pm""",Exploren,2,2,7 kW,0,2,0,-33.771403,,,,,,,,,,,,
Existing,Destination charger,Secure Parking - Zenith Centre Car Park charger,6 Mcintosh St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Blacktown Westpoint Shopping Centre charger,17 Patrick St,,,,,,,,,,,,,,,,,
"5pm Sun 10am - 5pm""",Chargefox,4,8,7 kW,0,8,0,-33.770738,,,,,,,,,,,,
Existing,Destination charger,PCYC Car Park (3) charger,36 Kingsway,,,,,,,,,,,,,,,,,
Existing,Destination charger,Granville Place charger,31 East Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Emerald Hills Shopping Village charger,5 Emerald Hills Blvd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Courthouse Lane charger,162 Russell St,,,,,,,,,,,,,,,,,
Existing,Destination charger,22 Carillion Ave Parking charger,22 Carillion Avenue Camperdown,,,,,,,,,,,,,,,,,
Existing,Destination charger,Dwell charger,110-116 Flora St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rhodes Corporate Park charger,1 Homebush Bay Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,East Sydney Community Christian Church charger,8 Soudan St,,,,,,,,,,,,,,,,,
Existing,Destination charger,East Village Shopping Centre (1) charger,4 Defries Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Civic Plaza 88 Christie (1) charger,88 Christie St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bendooley Estate charger,3020 Old Hume Hwy,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wakefield Park Raceway charger,4770 Braidwood Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Harbour View Apartments charger,72 South St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Flash Jacks of Gundagai charger,14 Homer Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Bower at Broulee charger,2352 George Bass Drive,EUROBODALLA,Broulee,2537,-35.843024,150.167907,,,1,1,kW,0,1,0,-35.843024,,,
Existing,Destination charger,Heritage House Motel & Apartments charger,178 Imlay St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Snowbound Chalets charger,5 Crackenback Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Seahorse Inn Hotel & Villas charger,Boydtown Park Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,CIRCA 1928 Hotel & Spa charger,588 - 590 Dean Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Albury Waste Management Centre charger,565 Mudge Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,NRMA - Ballina charger,44 Bangalow Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,Audi Centre Sydney charger,895 South Dowling Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Revesby charger,Milperra Rd AUS AU,,,,,,,,,,,,,,,,,
Existing,Fast charger,bp Coffs Harbour charger,136 Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,Caddens Corner charger,82a O'Connell St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Bakehouse Quarter Carpark charger,3 George St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Broken Hill charger,Kintore Headframe Car Park,,,,,,,,,,,,,,,,,
Existing,Fast charger,Church St Car Park charger,81 Gipps St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Neilly St Car Park charger,26 Neilly St,,,,,,,,,,,,,,,,,
Existing,Fast charger,133 Liverpool Road charger,133 Liverpool Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,Broadarrow Rd Parking charger,42 Broad Arrow Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Barrenjoey House carpark charger,Palm Beach,,,,,,,,,,,,,,,,,
Existing,Fast charger,JOLT Glendenning charger,670 Richmond Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Harwood Hotel charger,56 Morpeth St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Park Beach Plaza charger,253 Pacific Highway,,,,,,,,,,,,,,,,,
Existing,Destination charger,Curlew Retreat charger,399 Wylie Creek Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Twin Towns Club Banora charger,Leisure Drive,,,,,,,,,,,,,,,,,
Existing,Destination charger,Halcyon House charger,21 Cypress Cres,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Habitat Bryon charger,9 Easy St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mantra on Salt Beach Kingscliff charger,9 Gunnamatta Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,Glenguin Estate & Vineyard charger,997 Milbrodale Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tranquillyn Country Retreat charger,2754 Glen Davis NSW,,,,,,,,,,,,,,,,,
Existing,Destination charger,19 Ebsworth St Parking charger,19 Ebsworth St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Brokenwood Wines charger,401-427 McDonalds Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Emaroo Cottages charger,18 Tramway Terrace,,,,,,,,,,,,,,,,,
Existing,Destination charger,John Hunter Hospital - 2 Lookout Rd (2) charger,A/2 Lookout Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Skyline Solar charger,317 Windsor Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Esplanade Norwest Apartments charger,11 Solent Circuit,,,,,,,,,,,,,,,,,
Existing,Destination charger,Railway St Parking charger,Railway St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Chatswood Energy Trade Arthur charger,475 Victoria Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Hills Shire Council charger,3 Columbia Ct,,,,,,,,,,,,,,,,,
"on Weekends""",Exploren,3,5,22 kW,0,5,0,-33.73068891,,,,,,,,,,,,
Existing,Destination charger,Penrith Homemaker Centre charger,Crn Mulgoa Rd & Wolseley St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Balgowlah (1) charger,197-215 Condamine St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Taitung Food Service charger,355 Newbridge Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Parramatta Leagues Club charger,1 Eels Place,,,,,,,,,,,,,,,,,
Existing,Destination charger,Park&Ride - Edmondson Park (South) charger,Cr Henderson Road and MacDonald Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,54 Marine Parade Parking charger,54 Marine Parade,,,,,,,,,,,,,,,,,
Existing,Destination charger,Solar Analytics Redfern charger,245 Chalmers St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sydney Olympic Park charger,P1 Parking Station,CANADA BAY,Sydney Olympic Park,2127,-33.8459,151.06086,,Tesla Destination,2,2,22 kW,2,0,0,-33.8459,,,
Existing,Destination charger,The Mascot Eye Specialist Centre charger,170 King Lane,,,,,,,,,,,,,,,,,
Existing,Destination charger,80 - 84 Regent St Parking charger,80 A Regent St,,,,,,,,,,,,,,,,,
Existing,Destination charger,34 - 36 Macpherson St Parking charger,34-36 Macpherson St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rhodes Waterside charger,Level 3,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Sydney Central Plaza charger,135 King St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Marina Square Shopping Centre Wentworth Point charger,5 Footbridge Boulevard,,,,,,,,,,,,,,,,,
Existing,Destination charger,Westfield Chatswood Rooftop Parking charger,52 Albert Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,12-20 Victoria St Parking charger,12-20 Victoria St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Stockland Shellharbour (1) charger,211 Lake Entrance Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mollymook Cove Apartments charger,17 Golf Ave Mollymook Beach NSW 2539,SHOALHAVEN,Mollymook,2539,-35.34109846,150.473565,Open 24/7,,1,1,kW,0,1,0,-35.34109846,,,
Existing,Destination charger,Boorowa Ex-services and Citizens Club charger,55-59 Pudman Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Talbingo Lodge charger,45 Lampe St,,,,,,,,,,,,,,,,,
Existing,Destination charger,33-35 Brolga Pl Parking charger,33-35 Brolga Pl,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bermi Escape charger,42 Songlark St,,,,,,,,,,,,,,,,,
Existing,Fast charger,NRMA - Coffs Harbour charger,Pacific Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,KFC - Goulburn South charger,179-183 Hume Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Foodary Hazelbrook charger,198-199 Great Western Hwy,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Macarthur charger,2a Blaxland Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Kogarah Town Centre charger,Kogarah Town Centre,,,,,,,,,,,,,,,,,
Existing,Fast charger,Mitchell St Bourke charger,15c Mitchell St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Richmond Road charger,19 Richmond Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Oaks Ave,,,,,,,,,,,,,,,,,,
Existing,Fast charger,Stewart St East Car Park charger,17 Stewart St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Bungan Street charger,5 Bungan St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Macadamia Castle charger,419 Hinterland Way,,,,,,,,,,,,,,,,,
Existing,Fast charger,Cassegrain Winery charger,10 Winery Drive,,,,,,,,,,,,,,,,,
Existing,Fast charger,West Tamworth League Club charger,25 Park St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Habitat Byron Bay charger,1 Porter St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tweed Heads Vegas Motel (2) charger,123 Wharf St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Lodge Bellingen charger,1381 Waterfall Way,,,,,,,,,,,,,,,,,
Existing,Destination charger,Quest Serviced Apartments Tamworth charger,337 Armidale Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Sails Resort Port Macquarie by Rydges charger,20 Park St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Club Lemon Tree charger,18A Gould Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Remington Orange charger,1517 Forest Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,West Wallsend Workers Club charger,51 Carrington St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Kim's Beachside Retreat charger,16 Charlton St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mantra Nelson Bay charger,1A Tomaree St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Home charger,2 Binstead St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Bella Vista Motel charger,5 Central Coast Highway,,,,,,,,,,,,,,,,,
Existing,Destination charger,Caddens Corner charger,82a O'Connell St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Esplanade Norwest Apartments charger,11-13 Solent Circuit,,,,,,,,,,,,,,,,,
Existing,Destination charger,Park&Ride - Rooty Hill charger,1 Station St,,,,,,,,,,,,,,,,,
Existing,Destination charger,PCYC Car Park (2) charger,40 Kingsway,,,,,,,,,,,,,,,,,
Existing,Destination charger,PCYC Car Park (1) charger,40 Kingsway,,,,,,,,,,,,,,,,,
Existing,Destination charger,Aurora charger,17 Roberts Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,South Bondi - Castlefield St Parking charger,15 Castlefield St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Supa Centa Moore Park charger,2 Todman Avenue,,,,,,,,,,,,,,,,,
Existing,Destination charger,33 Smith St Parking charger,33 Smith St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Mercure Sydney charger,818 George St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Canterbury Bankstown Council charger,Civic Tower,,,,,,,,,,,,,,,,,
Existing,Destination charger,12 Trinity Ave Parking charger,12 Trinity Avenue,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Amora Hotel Jamison Sydney charger,11 Jamison St,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Langham Hotel Sydney charger,89-113 Kent St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tesla Miranda charger,100-104 Parraweena Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Ibis King Street Wharf charger,22 Shelley St,,,,,,,,,,,,,,,,,
Existing,Destination charger,130 Glenayr Ave Parking charger,130 Glenayr Ave,,,,,,,,,,,,,,,,,
Existing,Destination charger,EVup INS Group charger,11 West Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Wollongong Central - Lower (Market Street) charger,71 Market St,,,,,,,,,,,,,,,,,
Existing,Destination charger,Aquarius at the bay charger,438 Elizabeth Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Hamilton Queanbeyan Motel charger,53 Tharwa Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,The Pipi Tree charger,5A Charles St,,,,,,,,,,,,,,,,,
Existing,Destination charger,NRMA Murramarang Beachfront Holiday Resort charger,NRMA Murramarang Beachfront Holiday Resort,,,,,,,,,,,,,,,,,
Existing,Fast charger,No 2 Sportsground Park charger,Smith Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,ENGIE - Warriewood Square charger,12 Jacksons Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,ENGIE - Lake Haven Centre charger,Lake Haven Drive,,,,,,,,,,,,,,,,,
Existing,Fast charger,Pennant Hills Toyota charger,330 Pennant Hills Road,,,,,,,,,,,,,,,,,
Existing,Fast charger,BP Eastern Creek charger,1 Wallgrove Rd,,,,,,,,,,,,,,,,,
Existing,Fast charger,Ampol Cameron Park charger,119 Stenhouse Dr,,,,,,,,,,,,,,,,,
Existing,Fast charger,Red Rooster Guildford charger,322 Woodville Road Guildford,,,,,,,,,,,,,,,,,
Existing,Fast charger,Temora Shire Council charger,Car park,,,,,,,,,,,,,,,,,
Existing,Fast charger,Hunter Valley Gardens Car Park charger,Hunter Valley Gardens carpark,,,,,,,,,,,,,,,,,
Existing,Fast charger,Nabiac Park charger,35 Nabiac Street,,,,,,,,,,,,,,,,,
Existing,Fast charger,Stanley St Parking charger,28 Stanley St,,,,,,,,,,,,,,,,,
Existing,Fast charger,Cabarita Beach charger,47 Cabarita Beach Road,,,,,,,,,,,,,,,,,
Existing,Destination charger,Tropical Fruit World charger,29 Duranbah Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Park Beach Resort Motel charger,111 Park Beach Rd,,,,,,,,,,,,,,,,,
Existing,Destination charger,Rockpool Motor Inn charger,45 Mcintyre Street,,,,,,,,,,,,,,,,,
Existing,Destination charger,Two Styx cabins charger,Two Styx Cabins via Ebor,ARMIDALE REGIONAL,Ebor,2453,-30.50051251,152.3801901,Open 24/7,,1,1,kW,0,1,0,-30.50051251,,,
Existing,Destination charger,Cameron Park Plaza charger,100 George Booth Dr,,,,,,,,,,,,,,,,,
Existing,Destination charger,Redhead Beachhouse charger,1a Cain St,,,,,,,,,,,,,,,,,
